Implement,Test ID,EUDI class,Credimi ready,CAW,MI,MV,MTSL,WU,CDV,Visual evidence,FCAF area,EUDI profile,SUT,Mock/tools raw,Notes,Other fields,Source check
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Cryptography/WS_RP_SH_Cryptography_CryptographicHash_002.md"",""WS_RP_SH_Cryptography_CryptographicHash002"")",EUDI_required,🟢 ready,,,x,,x,x,x,Shared / Cryptography,EUDI_generic,"WS, RP-PI, SH","CDV, 🔎, WU, 📸",validators: mdoc.digest_algorithm; preconditions: pipeline.pid.presentation.mdoc.all-claims-elements; reuses live PID mdoc Maestro presentation and decodes issuerAuth MSO digestAlgorithm from vp_token,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Cryptography/WS_RP_SH_Cryptography_CryptographicHash_006.md"",""WS_RP_SH_Cryptography_CryptographicHash006"")",EUDI_required,🔴 missing,,,,,,,,Shared / Cryptography,EUDI_generic,"WS, RP-PI, SH",,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Cryptography/WS_RP_SH_Cryptography_CryptographicHash_007.md"",""WS_RP_SH_Cryptography_CryptographicHash007"")",EUDI_required,🔴 missing,,,,,,,,Shared / Cryptography,EUDI_generic,"WS, RP-PI, SH",,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Cryptography/WS_RP_SH_Cryptography_CryptographicHash_008.md"",""WS_RP_SH_Cryptography_CryptographicHash008"")",EUDI_required,🔴 missing,,,,,,,,Shared / Cryptography,EUDI_generic,"WS, RP-PI, SH",,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Cryptography/WS_RP_SH_Cryptography_CryptographicHash_010.md"",""WS_RP_SH_Cryptography_CryptographicHash010"")",EUDI_required,🔴 missing,,,,,,,,Shared / Cryptography,EUDI_generic,"WS, RP-PI, SH",,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Cryptography/WS_RP_SH_Cryptography_Encryption_002.md"",""WS_RP_SH_Cryptography_Encryption002"")",EUDI_required,🔴 missing,,,x,,,,,Shared / Cryptography,EUDI_generic,"WS, RP-PI, SH",🔎,validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; source trigger: click link / scan QR code,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_001.md"",""WS_RP_SH_Encoding_TextualEncoding001"")",EUDI_required,🩷 principal manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; new principal Maestro/pipeline flow for Shared / Encoding,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_002.md"",""WS_RP_SH_Encoding_TextualEncoding002"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_003.md"",""WS_RP_SH_Encoding_TextualEncoding003"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_004.md"",""WS_RP_SH_Encoding_TextualEncoding004"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_005.md"",""WS_RP_SH_Encoding_TextualEncoding005"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_006.md"",""WS_RP_SH_Encoding_TextualEncoding006"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_007.md"",""WS_RP_SH_Encoding_TextualEncoding007"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_008.md"",""WS_RP_SH_Encoding_TextualEncoding008"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_009.md"",""WS_RP_SH_Encoding_TextualEncoding009"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_010.md"",""WS_RP_SH_Encoding_TextualEncoding010"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_011.md"",""WS_RP_SH_Encoding_TextualEncoding011"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_012.md"",""WS_RP_SH_Encoding_TextualEncoding012"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_013.md"",""WS_RP_SH_Encoding_TextualEncoding013"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_014.md"",""WS_RP_SH_Encoding_TextualEncoding014"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_015.md"",""WS_RP_SH_Encoding_TextualEncoding015"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_016.md"",""WS_RP_SH_Encoding_TextualEncoding016"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_017.md"",""WS_RP_SH_Encoding_TextualEncoding017"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_018.md"",""WS_RP_SH_Encoding_TextualEncoding018"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_019.md"",""WS_RP_SH_Encoding_TextualEncoding019"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_020.md"",""WS_RP_SH_Encoding_TextualEncoding020"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_021.md"",""WS_RP_SH_Encoding_TextualEncoding021"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Shared/Encoding/WS_RP_SH_Encoding_TextualEncoding_022.md"",""WS_RP_SH_Encoding_TextualEncoding022"")",EUDI_required,💜 adapt manual,,,x,,x,,x,Shared / Encoding,EUDI_generic,"WS, RP-PI, SH","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Shared / Encoding flow with small request/assert changes,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/UseCases/Presentation/WS_RP_UC_Presentation__004.md"",""WS_RP_UC_Presentation_004"")",EUDI_required,🩷 principal manual,x,,x,,x,,x,UseCases / Presentation,EUDI_generic,"WS, RP-PI, UC","🔎, WU, 📸, CAW",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; new principal Maestro/pipeline flow for UseCases / Presentation; source trigger: click link / scan QR code; source trigger: DC API / Credential API,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Emailaddress_PID_IETF-sd-jwt-vc_001.md"",""WS_RP_DM_AddressData_Emailaddress_PID_IETF-sd-jwt-vc_001"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, SD-JWT VC","CDV, 🔎, WU, 📸","validators: sdjwt.claim_present; preconditions: pipeline.pid.presentation.sdjwt.all-claims, assertion.pid.presentation.sdjwt.vct-pid, assertion.pid.presentation.sdjwt.required-mandatory-claims-presented; precondition validators: pid.sdjwt_vct_pid, pid.sdjwt_required_mandatory_claims_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: ietf_sd_jwt_vc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Emailaddress_PID_IETF-sd-jwt-vc_002.md"",""WS_RP_DM_AddressData_Emailaddress_PID_IETF-sd-jwt-vc_003"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, SD-JWT VC","CDV, 🔎, WU, 📸","validators: sdjwt.claim_utf8_string; preconditions: pipeline.pid.presentation.sdjwt.all-claims, assertion.pid.presentation.sdjwt.vct-pid, assertion.pid.presentation.sdjwt.required-mandatory-claims-presented, test.WS_RP_DM_AddressData_Emailaddress_PID_IETF-sd-jwt-vc_001; precondition validators: pid.sdjwt_vct_pid, pid.sdjwt_required_mandatory_claims_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: ietf_sd_jwt_vc,source: FCAF repo; credimi-id differs: WS_RP_DM_AddressData_Emailaddress_PID_IETF-sd-jwt-vc_002
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Emailaddress_PID_IETF-sd-jwt-vc_003.md"",""WS_RP_DM_AddressData_Emailaddress_PID_IETF-sd-jwt-vc_003"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, SD-JWT VC","CDV, 🔎, WU, 📸","validators: sdjwt.claim_rfc5322_email; preconditions: pipeline.pid.presentation.sdjwt.all-claims, assertion.pid.presentation.sdjwt.vct-pid, assertion.pid.presentation.sdjwt.required-mandatory-claims-presented, test.WS_RP_DM_AddressData_Emailaddress_PID_IETF-sd-jwt-vc_001; precondition validators: pid.sdjwt_vct_pid, pid.sdjwt_required_mandatory_claims_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: ietf_sd_jwt_vc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Emailaddress_PID_ISO-mdoc_001.md"",""WS_RP_DM_AddressData_Emailaddress_PID_ISO-mdoc_001"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, ISO mdoc","CDV, 🔎, WU, 📸","validators: mdoc.namespace_element_present; preconditions: pipeline.pid.presentation.mdoc.all-claims-elements, assertion.pid.presentation.mdoc.doc-type-pid, assertion.pid.presentation.mdoc.required-mandatory-elements-presented; precondition validators: pid.mdoc_doc_type, pid.mdoc_required_mandatory_elements_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: iso_mdoc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Emailaddress_PID_ISO-mdoc_002.md"",""WS_RP_DM_AddressData_Emailaddress_PID_ISO-mdoc_002"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, ISO mdoc","CDV, 🔎, WU, 📸","validators: mdoc.element_utf8_string; preconditions: pipeline.pid.presentation.mdoc.all-claims-elements, assertion.pid.presentation.mdoc.doc-type-pid, assertion.pid.presentation.mdoc.required-mandatory-elements-presented, test.WS_RP_DM_AddressData_Emailaddress_PID_ISO-mdoc_001; precondition validators: pid.mdoc_doc_type, pid.mdoc_required_mandatory_elements_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: iso_mdoc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Emailaddress_PID_ISO-mdoc_003.md"",""WS_RP_DM_AddressData_Emailaddress_PID_ISO-mdoc_003"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, ISO mdoc","CDV, 🔎, WU, 📸","validators: mdoc.element_rfc5322_email; preconditions: pipeline.pid.presentation.mdoc.all-claims-elements, assertion.pid.presentation.mdoc.doc-type-pid, assertion.pid.presentation.mdoc.required-mandatory-elements-presented, test.WS_RP_DM_AddressData_Emailaddress_PID_ISO-mdoc_001; precondition validators: pid.mdoc_doc_type, pid.mdoc_required_mandatory_elements_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: iso_mdoc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Mobilephonenumber_PID_IETF-sd-jwt-vc_001.md"",""WS_RP_DM_AddressData_Mobilephonenumber_PID_IETF-sd-jwt-vc_001"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, SD-JWT VC","CDV, 🔎, WU, 📸","validators: sdjwt.claim_present; preconditions: pipeline.pid.presentation.sdjwt.all-claims, assertion.pid.presentation.sdjwt.vct-pid, assertion.pid.presentation.sdjwt.required-mandatory-claims-presented; precondition validators: pid.sdjwt_vct_pid, pid.sdjwt_required_mandatory_claims_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: ietf_sd_jwt_vc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Mobilephonenumber_PID_IETF-sd-jwt-vc_002.md"",""WS_RP_DM_AddressData_Mobilephonenumber_PID_IETF-sd-jwt-vc_002"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, SD-JWT VC","CDV, 🔎, WU, 📸","validators: sdjwt.claim_utf8_string; preconditions: pipeline.pid.presentation.sdjwt.all-claims, assertion.pid.presentation.sdjwt.vct-pid, assertion.pid.presentation.sdjwt.required-mandatory-claims-presented, test.WS_RP_DM_AddressData_Mobilephonenumber_PID_IETF-sd-jwt-vc_001; precondition validators: pid.sdjwt_vct_pid, pid.sdjwt_required_mandatory_claims_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: ietf_sd_jwt_vc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Mobilephonenumber_PID_IETF-sd-jwt-vc_003.md"",""WS_RP_DM_AddressData_Mobilephonenumber_PID_IETF-sd-jwt-vc_003"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, SD-JWT VC","CDV, 🔎, WU, 📸","validators: sdjwt.claim_international_phone; preconditions: pipeline.pid.presentation.sdjwt.all-claims, assertion.pid.presentation.sdjwt.vct-pid, assertion.pid.presentation.sdjwt.required-mandatory-claims-presented, test.WS_RP_DM_AddressData_Mobilephonenumber_PID_IETF-sd-jwt-vc_001; precondition validators: pid.sdjwt_vct_pid, pid.sdjwt_required_mandatory_claims_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: ietf_sd_jwt_vc,source: FCAF repo; credimi-id matches source
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/DataModel/AddressData/WS_RP_DM_AddressData_Mobilephonenumber_PID_ISO-mdoc_001.md"",""WS_RP_DM_AddressData_Mobilephonenumber_PID_ISO-mdoc_001"")",EUDI_optional,🟢 ready,,,x,,x,x,x,DataModel / AddressData,EUDI_specific,"WS, RP-PI, PID-DM, ISO mdoc","CDV, 🔎, WU, 📸","validators: mdoc.namespace_element_present; preconditions: pipeline.pid.presentation.mdoc.all-claims-elements, assertion.pid.presentation.mdoc.doc-type-pid, assertion.pid.presentation.mdoc.required-mandatory-elements-presented; precondition validators: pid.mdoc_doc_type, pid.mdoc_required_mandatory_elements_present",🔵 req-class: EUDI_optional; credimi: PR1295 catalog; format: iso_mdoc,source: FCAF repo; credimi-id matches source
